Epoch,Batch,Validate_Mean_sMAPE,Validate_Median_sMAPE,Validate_Mean_RMSE,Validate_Median_RMSE,Test_Mean_Mean_sMAPE,Test_Mean_Median_sMAPE,Test_Mean_Mean_RMSE,Test_Mean_Median_RMSE
50,20,18.782302458063988,18.24553689629677,4.469158526284214,4.140974806030124,19.85860445719765,18.98982207157522,4.740511110363307,4.399898994251706
35,20,19.292404827104555,18.658402011933923,4.568588401974625,4.2960194396000535,19.923164188172727,19.06886673740833,4.737400762981162,4.447984356797461
50,60,19.355534582222298,18.57669337382072,4.601361158018859,4.3169740476575384,19.98761955999108,19.145651848073324,4.757677161058528,4.44889030024237
50,40,19.376170945251317,18.56135841860721,4.611080965518832,4.347833214102332,20.14949516193659,19.331053397290923,4.786305751988393,4.501856370844341
50,100,19.39321462481798,18.605768122637294,4.603793148563083,4.345617774536043,20.075413574222605,19.16418983277173,4.778165697806376,4.518492560013195
35,40,19.407534114381647,18.707867848932555,4.610090067648377,4.372226183270965,20.196766041796078,19.19146110569067,4.790921446673576,4.470324159525714
25,20,19.42539321137798,18.558403949736558,4.619039508839211,4.313942246727207,20.148808869550646,19.32760111365094,4.7906568807626595,4.475438265462126
50,80,19.56078243275724,18.666622269757248,4.638597602194375,4.351163017692352,20.093952619294623,19.343726377513867,4.78733890789279,4.497807500355801
35,80,19.575354816298304,18.76636122830846,4.653533318100268,4.387660009553899,20.097507008393002,19.11757251956535,4.776935169024851,4.469921993008188
25,60,19.81560642932522,18.924123250876967,4.6999042863985965,4.448885589384707,20.18763479230521,19.127187793777278,4.797038877112653,4.53010823122362
25,40,19.817603511604283,19.06420520820025,4.706425274208344,4.438466289132898,20.052469937460092,19.195716325482792,4.779329176415715,4.516715478995481
35,60,19.831446477793754,19.161564410156835,4.693553074068971,4.407416543347355,20.602522665926422,19.624630429183906,4.85784714457656,4.534340666704756
15,60,19.97409598419757,19.024613417409597,4.737189683714308,4.472443696208484,20.275707219006716,19.20753986000504,4.81747469541984,4.520103203225984
35,100,19.985423901524047,18.93540041459148,4.726341400325109,4.445330275481319,20.392974034618,19.20397557688561,4.8302289472408155,4.515968868084508
25,100,20.05130587106054,19.1354871251281,4.754413450228668,4.500486569163443,20.516131392106836,19.486916035448644,4.852394619188839,4.566470135843948
15,20,20.075099324268862,19.18683605131514,4.73351948806683,4.443239315725755,20.453844364037316,19.440631689724775,4.835231602355518,4.523597052841912
15,40,20.096430630210087,19.08074373620474,4.73741286225379,4.4787335718391,20.452438808707946,19.361979216581073,4.834142958616635,4.5641049620749925
15,100,20.137757792561292,19.179564125328124,4.766914461683568,4.476834919304527,20.595452427695825,19.60300961174836,4.868929701982326,4.560218356858583
25,80,20.16088929769213,19.170204835026816,4.756436135367666,4.4777170033370775,20.425653664633916,19.371171224820017,4.832424120199592,4.540419099070069
15,80,20.229926038308612,19.196943967810107,4.789503395621001,4.554268394367385,20.47587822617357,19.41293952964507,4.84369066650447,4.546754026443093
5,100,20.2846356052517,19.242245624124145,4.790446905958392,4.50480806812262,20.427319578236755,19.412573414795737,4.837096403376757,4.499561541938709
5,60,20.31857116579973,19.41321782549902,4.79261565729466,4.4936533608366735,20.567489599638286,19.523806968808522,4.858077865235647,4.529294982528223
5,80,20.422917830452995,19.4803212020998,4.8138514776461845,4.50037717313335,20.530574769433265,19.642069104553975,4.848258923729873,4.508342311683583
5,40,20.445131364118204,19.44163179040202,4.822366942930794,4.554749154983696,20.673631101310825,19.604050473608957,4.872559392408426,4.5739469353230895
5,20,20.485465267374657,19.44995997857051,4.822943237101353,4.497603225729281,20.673120549072447,19.578051651541486,4.880368605568915,4.539274141841615
