Epoch,Batch,Validate_Mean_sMAPE,Validate_Median_sMAPE,Validate_Mean_RMSE,Validate_Median_RMSE,Test_Mean_Mean_sMAPE,Test_Mean_Median_sMAPE,Test_Mean_Mean_RMSE,Test_Mean_Median_RMSE
50,20,19.148924086871034,18.626454007600458,4.574263092210558,4.2563498321143864,19.86571271260882,19.06937575323343,4.745904102167824,4.399974280386008
50,40,19.316640414407583,18.802250401400563,4.596053102698725,4.3201058098157255,20.114231669579198,19.20556595181411,4.777897339764495,4.4866156607540235
35,20,19.371212228325792,18.66428464015624,4.619651550565871,4.362364823381736,19.627583714603777,18.866299757888918,4.6884236271527495,4.424202234987762
35,40,19.6172242055946,18.89230872917927,4.6520030758530115,4.3573821913801325,20.07993235422638,19.43011035668662,4.773389990610057,4.4456419546671775
35,80,19.63596628400787,18.79702856630071,4.676090814513239,4.383273724977583,20.07057719895542,19.175067129088376,4.786236343084885,4.44532941686502
25,20,19.655988340384827,19.03225354235405,4.690687544919898,4.493681090387275,20.338441610702496,19.35277406346569,4.84003272952749,4.575698903069428
50,100,19.66777882327734,19.036625453388186,4.68088707756222,4.331324675540905,19.931997320419462,19.003218370249996,4.7432394860807054,4.366005420023649
15,40,19.94971205541463,19.216847640113443,4.744907851321385,4.480172742397329,20.441492801827984,19.32135825074694,4.859102755139482,4.544249931779413
50,60,19.95659857965024,19.141461389608864,4.735645725750835,4.440168403732622,20.361729180788764,19.695309099788116,4.820240158215934,4.53249226169856
50,80,19.996756907453808,19.00403282382235,4.738637975881522,4.44477178947902,20.414787939016826,19.42229967202026,4.838144381984469,4.524097156666255
25,60,20.13758620328364,19.201850459154144,4.778619002953639,4.433512927389252,20.430471847484498,19.40939993836765,4.845649394052249,4.561743788051748
15,60,20.183798693762718,19.571779929765974,4.794199633525345,4.570919825117425,20.452798103117964,19.463870709389564,4.859082177983579,4.583411173317817
25,100,20.199345363169638,19.337357235562294,4.785288829266563,4.473633515581646,20.48846846764309,19.439849016413188,4.851024292050862,4.598648266964535
5,80,20.293734042060798,19.196120927411442,4.805861789730237,4.503539197897327,20.36406926142403,19.146366423427512,4.811679823216872,4.516703906253245
5,60,20.294868675718984,19.354147427487195,4.7990139779759975,4.512956393395522,20.27684187816378,19.184691356216288,4.787044777817703,4.4545526651871
35,60,20.334850877174986,19.715286524726146,4.804405753295402,4.513609180924994,20.6652937651779,19.979697888794476,4.882194425705056,4.533730591249466
25,40,20.33799197723983,19.69358900992414,4.803754948633623,4.469943441013411,21.15755942118866,20.08265535524054,4.967173728648753,4.605414774433283
5,40,20.360768531509734,19.31026583175746,4.812394307980248,4.496029681079225,20.46690798690375,19.577731284372504,4.842311514286995,4.537938706936222
15,20,20.36962085001863,19.617637644416963,4.825397587756295,4.481024896817132,20.87666729289881,19.939174439709333,4.928885744600274,4.575760387725748
35,100,20.373078427422993,19.397947257606763,4.815108475501708,4.514186883734922,20.74488356299242,20.05075087539633,4.90188184386552,4.6548995604594925
5,20,20.497479867037757,19.623200899758068,4.8434484691311095,4.499035257796081,20.755722234887784,20.090351968680814,4.892072469553,4.6076601793125835
25,80,20.49888387747245,19.56330682834063,4.831145939003692,4.515071103674302,20.6686123779129,19.857945845245247,4.8902560033347555,4.570168820680564
15,80,20.529769175106686,19.732727504720266,4.825818847464685,4.529264115348233,20.768161162880222,19.932529093905096,4.900697047070926,4.589967746195672
15,100,20.533153821020033,19.743763955014682,4.834716787173483,4.600907989295843,20.7485361110613,19.81828347846553,4.875727252637935,4.6077190410540165
5,100,20.55298544080778,19.63546969874497,4.842695848860464,4.507791781808603,20.650322568099597,19.465106383472722,4.874366491098433,4.557927501673584
