Epoch,Batch,Validate_Mean_sMAPE,Validate_Median_sMAPE,Validate_Mean_RMSE,Validate_Median_RMSE,Test_Mean_Mean_sMAPE,Test_Mean_Median_sMAPE,Test_Mean_Mean_RMSE,Test_Mean_Median_RMSE
50,20,19.22746741123067,18.3719240731048,4.548596209014179,4.175039303430598,20.012373581078194,19.091565858266108,4.775106996124523,4.4344482514096315
35,20,19.739007961929683,18.77638387119912,4.640097561619993,4.33398694452593,20.529859382573676,19.378252535252358,4.848721319218599,4.53906798645839
50,40,19.819560975685597,18.79496539802622,4.668512059212395,4.382161097016004,20.7003883013392,19.7627602976594,4.883119078831602,4.582380094129137
25,20,19.97599837287894,18.833713750720488,4.70393939778911,4.41111184083136,20.62710020023571,19.509612436578845,4.8727551362526444,4.604273479790632
50,80,20.187448274540404,19.156701812603828,4.755262754695101,4.448392470221387,20.909973507185825,20.04238606825384,4.936851795414997,4.664110931350259
50,60,20.211462638149037,19.115839442016238,4.756940868195601,4.450754261869558,20.89879279505515,19.867064020104102,4.925354803990563,4.654653974087227
25,40,20.246943192159314,19.205965422301404,4.783305917143581,4.48708876362512,20.72286525434383,19.606065138910065,4.899405716968387,4.6142359266841595
50,100,20.309002564040945,19.320600204851953,4.787273961352719,4.457945846738957,20.971685037370296,19.987119488007053,4.950794711576977,4.636185602815339
35,60,20.31242753033462,19.28635203670711,4.791946326449472,4.466396184370364,20.800666256629153,19.818006921829912,4.91308844095204,4.576118986008831
35,40,20.380489598478015,19.3259132886182,4.790569926037796,4.475517607938993,20.94420355639236,19.874148228321907,4.939187723742302,4.662396302611517
25,60,20.387451869164746,19.360912609249688,4.808110776721267,4.5018529673176815,20.849051368659968,19.819905117703435,4.932007247370011,4.637185468166888
35,80,20.443135165973985,19.455367457674676,4.8153361988570715,4.4951804245391624,20.982771973636194,20.00390531133501,4.945794312283379,4.642039783588768
15,20,20.479902827024226,19.578714167736614,4.8213330802313425,4.494916045552318,20.806022045418462,19.84846097926853,4.921007279179378,4.600406873477369
25,100,20.507681539639595,19.453297164126038,4.851321226819275,4.543393827481571,20.763221762098436,19.734400306113002,4.911178490839466,4.598241561880844
5,80,20.524223224969056,19.35395354305092,4.859558314903348,4.569157099941594,20.518312044435437,19.320358181089933,4.869456855439279,4.565253969395941
35,100,20.566424901924623,19.480918356208242,4.847401506493756,4.5191602271948685,21.035334840364943,20.096224145415274,4.96439779200531,4.645761178684727
15,40,20.571230715248674,19.429668855231903,4.852206938371622,4.566211793943027,20.905879452001734,19.824457272788774,4.931041175555582,4.643140625316591
25,80,20.58970851587518,19.626265547813738,4.854771906957646,4.528566857894356,20.971583737750674,20.01331642732138,4.953271485158911,4.603267829298064
5,20,20.59171065031638,19.4462422540677,4.866970530301562,4.587948802260503,20.711851659665665,19.605103515894022,4.9151792916558295,4.612187826838143
5,40,20.602533567841686,19.559414778541473,4.872993151202319,4.586541315936705,20.668938749036403,19.60954954392718,4.897375624170441,4.60988328857836
15,60,20.617182796905883,19.688559138921036,4.873185243982399,4.571177102618321,20.775833909065025,19.77473304656432,4.904445881386504,4.599276020521747
15,100,20.622525028305898,19.607172652542857,4.875251980641677,4.576177192464491,20.78468293576722,19.720419745110746,4.925447292961051,4.619230626593465
15,80,20.627252307880383,19.551760335137736,4.872167539487901,4.58856276238471,20.86677194936336,19.863064217833944,4.936379231900917,4.640392069560668
5,60,20.818585796449206,19.825752368889642,4.919799048213005,4.6213465950830095,20.933569632284733,20.018374752066904,4.9406988142954384,4.619414630523468
5,100,20.82569864040783,19.774782352207115,4.915626722706382,4.601665700865642,20.823548666176446,19.76877277892614,4.922630691033811,4.609078587465717
