Epoch,Batch,Validate_Mean_sMAPE,Validate_Median_sMAPE,Validate_Mean_RMSE,Validate_Median_RMSE,Test_Mean_Mean_sMAPE,Test_Mean_Median_sMAPE,Test_Mean_Mean_RMSE,Test_Mean_Median_RMSE
50,20,18.63828270022151,18.112492779261096,4.410070366778446,4.070098224020031,19.568388213636617,18.93417731643051,4.695891272761811,4.460709458575274
35,20,19.51578533267905,18.944733628447132,4.591889241557131,4.307148538107425,20.014194594933493,19.170815727924754,4.761056178901217,4.525461659704661
50,40,19.64205383275558,18.992301598685618,4.628171216288591,4.367638182440652,20.331337407068254,19.51408441710391,4.804648267811616,4.568748006603056
50,60,19.771120465880703,18.98543784389276,4.657991526919071,4.387703560331685,20.3885794218783,19.436278414091355,4.819233140549503,4.6155620613277275
25,20,19.89445512990381,19.195016700956657,4.670969311676048,4.39172635565301,20.45678569216323,19.560919088666957,4.843228008084458,4.59201044575458
35,40,19.90540928226153,19.161420577056838,4.67704986861124,4.395358055304817,20.4865682062016,19.540626519355754,4.841055514150548,4.633340821828112
25,40,20.146283433516718,19.143926112017315,4.744479874542401,4.47183712642057,20.555547640214304,19.52036698069588,4.8602546668038595,4.570087218440175
25,60,20.14928345825445,19.13924448181419,4.749985070754609,4.479636839709337,20.454646637198675,19.440290616513316,4.831440315006056,4.609626181908074
50,100,20.194648931326718,19.24471122921658,4.740811658217742,4.476179623016255,20.67808972119722,19.638476329371834,4.8821705776853985,4.615304683801499
50,80,20.252090325643735,19.338875024580716,4.753132642359026,4.492261636585822,20.70983914314868,19.673351213973575,4.886249152424977,4.618101381185872
5,40,20.2699421447666,19.26259935247096,4.797353667823836,4.542971377889943,20.460228314999988,19.39525947963255,4.849569197197104,4.618749313860083
35,60,20.327592314383647,19.398314661695483,4.776067256276846,4.5265620630989165,20.851562848294474,19.790226568156253,4.910153871953804,4.634314870463049
35,80,20.34104363965782,19.4885105464525,4.778921711372444,4.513888120091815,20.741050887322032,19.7043299271371,4.885293864460307,4.606406575839549
5,80,20.376477494116664,19.434883131034773,4.814193238529571,4.5506740964928385,20.481373694347923,19.369738220020697,4.846228232675417,4.605378944677485
15,60,20.39337912717158,19.441939625552372,4.813247911484528,4.557712218215541,20.541139494106986,19.505329753547823,4.85864938743062,4.61930545895334
15,80,20.396579714159756,19.507008896748133,4.806771326208113,4.541802920017071,20.671385822466227,19.635955355273875,4.890436284446384,4.645535436722808
15,100,20.401620327819465,19.376539115001368,4.832584849166894,4.572525077442861,20.614153322682956,19.50871130234514,4.880552065062222,4.6519746257553205
5,100,20.42533558463564,19.483345085820286,4.836605103702794,4.590049556154909,20.486543456033047,19.36693887828978,4.856734366987903,4.6114190432991835
35,100,20.43078260594177,19.58669973093013,4.805869638821742,4.5408840471624945,20.75670031295472,19.661975882327948,4.897844055921184,4.635913329987488
5,60,20.454944572048714,19.512754151561598,4.841079191064632,4.595528253439508,20.494745676697324,19.343242501473153,4.853980604032258,4.627952859320691
15,40,20.460350325996096,19.533224160450956,4.812106256214115,4.542505946474517,20.759041623299876,19.70808649028854,4.895886454951091,4.643094175772221
25,100,20.47029883286953,19.5343459028715,4.824428949305923,4.56778519538579,20.66054330787544,19.540148246666348,4.87855116091837,4.645740669604173
15,20,20.485918638966417,19.52676165269246,4.803200350575763,4.5439889614837945,20.89516470564461,19.8733218506865,4.911797289452286,4.646015749956173
25,80,20.49366732664376,19.600445261690435,4.822061004422778,4.564112489592358,20.781005463496008,19.78827383202063,4.895458592926461,4.609013101756499
5,20,20.679705336500785,19.770376215567303,4.873431431827727,4.614980541974821,20.880433640785178,19.829943225754796,4.931711144296918,4.677943259114506
